"","signature","repository","script","text-height","text-width","text-src","illustrations","date_min","date_max","leaf-height","leaf-width","leaf-src","number-lines","material","physical-type","country","region","columns"
"436","Stuttgart, Hauptstaatsarchiv, J 522 A 708","Stuttgart, Hauptstaatsarchiv",NA,250,190,"original",0,1340,1360,"330","255","current",35,"parchment","fragment",NA,NA,2
"437","Oxford, Bodleian Library, Ashmole 828","Oxford, Bodleian Library",NA,NA,NA,NA,40,1290,1310,"345","240","current",42,"parchment","codex","Southern Netherlands","Flanders",2
"438","Freiburg, Universitätsbibliothek, 515","Freiburg, Universitätsbibliothek","cursive",250,190,"original",0,1375,1400,"298","208","current",40,"parchment","fragment",NA,NA,2
"439","Paris, Private Collection, (ex Phillipps 1047)","Paris, Private Collection",NA,NA,NA,NA,129,1400,1500,NA,NA,NA,50,"parchment","codex",NA,NA,2
"440","Heidelberg, Universitätsbibliothek, 1332","Heidelberg, Universitätsbibliothek","textualis",170,210,"original",0,1290,1310,"213","340","original",30,"parchment","fragment",NA,NA,2
"441","Florence, Biblioteca Riccardiana, Ricc. 2283","Florence, Biblioteca Riccardiana",NA,NA,NA,NA,0,1500,1600,NA,NA,NA,NA,NA,NA,"Italy","Florence",NA
"442","Stuttgart, Landesbibliothek, HB XIII.5","Stuttgart, Landesbibliothek",NA,170,125,"original",0,1361,1362,"190","140","current",32,"paper","codex",NA,NA,2
"443","Oxford, Bodleian Library, Douce 178","Oxford, Bodleian Library","textualis",NA,NA,NA,0,1285,1305,"319","220","current",45,"parchment","codex","Italy","Bologna",2
"444","Freiburg, Universitätsbibliothek, 1500, 27 (ex Leuchte xxvii)","Freiburg, Universitätsbibliothek",NA,NA,NA,NA,0,1375,1400,"325","205","current",49,"parchment","fragment",NA,NA,2
"445","Aberystwyth, Archives départementales, 444 D","Aberystwyth, Archives départementales","textualis",NA,NA,NA,20,1300,1325,"304","210","current",NA,"parchment","codex","Italy","Naples",2
"446","London, British Library, Royal 20 B VIII","London, British Library",NA,NA,NA,NA,0,1275,1300,"266","0","current",57,"parchment","codex",NA,NA,2
"447","Wolfenbüttel, Herzog August Bibliothek, 404. 9 (8) Novi","Wolfenbüttel, Herzog August Bibliothek",NA,140,102,"original",0,1290,1310,"160","130","original",44,"parchment","fragment",NA,NA,2
"448","Kopenhagen, Kongelige Bibliotek, Thott 1516 4o","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Paris, Bibliothèque Nationale de France, fr. 767","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1290,1310,"386","259","current",43,"parchment","codex","Italy","Tuscany",2
"450","Florence, Biblioteca Laurenziana, Plut. 89, inf. 65","Florence, Biblioteca Laurenziana",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"451","Oxford, Bodleian Library, Poet A.1 (Vernon MS)","Oxford, Bodleian Library",NA,NA,NA,NA,0,1380,1400,NA,NA,NA,NA,NA,"codex","England","West Midlands",NA
"452","Krakau, Biblioteka Jagiellonska, Berol. mgq 1689","Krakau, Biblioteka Jagiellonska","textualis",186,43,"original",0,1225,1250,"196","75","current",49,"parchment","fragment",NA,NA,1
"453","Vatican, Biblioteca Apostolica Vaticana, Reg. lat. 727","Vatican, Biblioteca Apostolica Vaticana",NA,NA,NA,NA,0,1290,1310,"330","271","current",NA,"parchment","codex",NA,NA,2
"454","Paris, Bibliothèque Nationale de France, fr. 2187","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"parchment","fragment",NA,NA,NA
"455","Paris, Bibliothèque Nationale de France, fr. 771","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1280,1290,"300","225","current",47,"parchment","codex","France","Paris",2
"456","Koblenz, Landesarchiv, Best. 701 Nr. 759, 14b","Koblenz, Landesarchiv","textualis",175,125,"original",0,1225,1250,"225","150","current",35,NA,"fragment",NA,NA,1
"457","Vienna, Österreichische Nationalbibliothek, cod. vind. 2888","Vienna, Österreichische Nationalbibliothek",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Vatican, Biblioteca Apostolica Vaticana, Barb. lat. 3953","Vatican, Biblioteca Apostolica Vaticana",NA,NA,NA,NA,0,1325,1335,NA,NA,NA,NA,NA,"fragment","Italy","Veneto",NA
"459","Paris, Bibliothèque de l' Arsenal, 3348","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Fiecht (Tirol), Stiftsbibliothek, - [lost]","Fiecht (Tirol), Stiftsbibliothek",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,"parchment","fragment",NA,NA,2
"461","Barcelona, Institut Municipal d'Historia, B-109","Barcelona, Institut Municipal d'Historia",NA,NA,NA,NA,0,1200,1300,"145","53","current",NA,"parchment","fragment","France","Provence",2
"462","Lille, Bibliothèque Municipale, -","Lille, Bibliothèque Municipale",NA,133,0,"original",0,1315,1335,NA,NA,NA,30,NA,"fragment",NA,NA,1
"463","Hilversum, Private Collection, M.3","Hilversum, Private Collection",NA,NA,NA,NA,0,1420,1430,NA,NA,NA,NA,"parchment","fragment","France","Paris",NA
"464","Paris, Bibliothèque Nationale de France, n.a.fr. 5243","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,100,1370,1380,"380","275","current",37,"parchment","codex","Italy","Milan",2
"465","Geneva, Bodmer, (ex-Phillipps 8383)","Geneva, Bodmer",NA,NA,NA,NA,6,1200,1300,"375","305","current",48,"parchment","codex",NA,NA,3
"466","Paris, Bibliothèque Nationale de France, impr. 614-618 [impr. 617]","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1494,1494,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"467","Nürnberg, Germanisches Nationalmuseum, 120937","Nürnberg, Germanisches Nationalmuseum",NA,205,180,"original",0,1300,1350,"272","215","current",41,"parchment","fragment","Germany","Schwaben",3
"468","Tours, Bibliothèque Municipale, 951","Tours, Bibliothèque Municipale","textualis",47,170,"original",133,1280,1300,"330","233","current",42,"parchment","codex","Outremer","Paris",2
"469","Paris, Bibliothèque Nationale de France, fr. 2170","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,7,1325,1350,NA,NA,NA,27,"parchment","codex","France","Paris",1
"470","Düsseldorf, Landes- und Stadtbibliothek, F 26, a","Düsseldorf, Landes- und Stadtbibliothek","textualis",195,120,"original",0,1340,1360,"250","170","original",39,"parchment","fragment","Southern Netherlands","Flanders",2
"471","Oxford, Bodleian Library, Hatton 82","Oxford, Bodleian Library",NA,NA,NA,NA,0,1240,1260,"269","180","current",47,"parchment","codex","France","North-France",2
"472","Turin, Biblioteca Nazionale, 1626 (L. I. 13)","Turin, Biblioteca Nazionale","textualis",193,150,"original",0,1325,1350,"275","165","current",50,"parchment","codex","Southern Netherlands","Flanders",3
"473","Rotterdam, Bibliotheek Gemeente Rotterdam, 96 A 7","Rotterdam, Bibliotheek Gemeente Rotterdam","textualis",225,156,"original",0,1325,1350,"340","230","original",41,"parchment","fragment","Southern Netherlands","Antwerp, Brabant",2
"474","London, British Library, Add. 10292-10294 [Add. 10292]","London, British Library","textualis",290,240,"original",239,1316,1316,"400","290","current",48,"parchment","codex",NA,NA,3
"475","Berlin, Staatsbibliothek, germ. fol. 470","Berlin, Staatsbibliothek","cursive",253,172,"original",0,1457,1457,"310","220","current",46,"paper","codex","Germany","Oberösterreich",2
"476","Munich, Staatsbibliothek, cgm. 190 / I","Munich, Staatsbibliothek",NA,160,130,"original",0,1290,1310,"215","170","original",32,"parchment","fragment",NA,NA,2
"477","Brno, , 10, c. 558","Brno,",NA,134,88,"original",0,1483,1483,"150","100","current",23,"paper","codex",NA,NA,1
"478","Solothurn, Staatsarchiv, F 69","Solothurn, Staatsarchiv",NA,NA,NA,NA,0,NA,NA,"6","290","original",NA,"parchment","fragment",NA,NA,NA
"479","Paris, Bibliothèque Nationale de France, fr. 837","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"parchment","codex",NA,NA,NA
"480","Aberystwyth, National Library of Wales, Llanstephan 148","Aberystwyth, National Library of Wales",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","London, British Library, Add. 10292-10294 [Add. 10294]","London, British Library","textualis",295,240,"original",73,NA,NA,"400","295","current",49,"parchment","codex",NA,NA,3
"482","Dresden, Sächsische Landesbibliothek, M 42","Dresden, Sächsische Landesbibliothek","cursive",NA,NA,NA,0,1433,1433,"290","200","current",NA,"paper","codex","Germany","Sachsen",2
"483","Reykjavik, Árni Magnússon-institutet, AM 238, 8o","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1800,1825,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"484","Paris, Bibliothèque Nationale de France, fr. 752","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1275,1300,"316","220","current",36,"parchment","codex",NA,NA,2
"485","Chicago, University Library, Newberry, Case MS f 21 Ry. 34 12261","Chicago, University Library",NA,NA,NA,NA,0,1240,1260,NA,NA,NA,NA,"parchment","codex","Italy","Paris",NA
"486","Milan, Biblioteca Nazionale, AC.X.10","Milan, Biblioteca Nazionale",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,NA,"fragment","Italy","North-Italy",NA
"487","Florence, Biblioteca Nazionale, B.R. 226 (ex Magl. germ. cl. vii.33)","Florence, Biblioteca Nazionale","textualis",190,140,"original",0,1300,1325,"220","155","current",NA,"parchment","codex","Germany","Bohemia",2
"488","Nottingham, University Library, Middleton L.M.7","Nottingham, University Library",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Stockholm, Kungliga Biblioteket, K 9","Stockholm, Kungliga Biblioteket",NA,NA,NA,NA,0,1641,1641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Reykjavik, Landsbókasafn Íslands, Lbs 945, 4o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1700,1800,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"491","London, Lambeth Palace Library, 306","London, Lambeth Palace Library","cursive",195,70,"original",0,1440,1460,"295","215","current",32,"paper","codex","England","London",1
"492","Aberystwyth, National Library of Wales, 3063E (formerly Mostyn 184)","Aberystwyth, National Library of Wales",NA,NA,NA,NA,0,1485,1485,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"493","Modena, Archivio di Stato, fragments [b 11, n. 4]","Modena, Archivio di Stato",NA,NA,NA,NA,1,1290,1310,"310","210","current",40,"parchment","fragment",NA,NA,2
"494","Cardiff, Cardiff Free Library, 43","Cardiff, Cardiff Free Library",NA,NA,NA,NA,0,1749,1749,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"495","Paris, Bibliothèque Nationale de France, fr. 1428","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Berlin, Staatsbibliothek, germ. fol. 1394","Berlin, Staatsbibliothek","textualis",257,180,"original",0,1275,1300,"320","236","current",59,"parchment","fragment",NA,NA,2
"497","Munich, Staatsbibliothek, Cgm 4997 (Kolmarer Liederhandschrift)","Munich, Staatsbibliothek",NA,NA,NA,NA,0,1450,1470,"293","205","current",NA,"paper","codex","Germany","Mayence",2
"498","Linz, Landesbibliothek, -","Linz, Landesbibliothek",NA,220,150,"original",0,1275,1300,"270","185","original",42,"parchment","fragment",NA,NA,2
"499","Salzburg, Museum Carolino Augusteum, 2479","Salzburg, Museum Carolino Augusteum","textualis",185,115,"original",0,1250,1300,"183","115","current",44,NA,"fragment",NA,NA,2
"500","Paris, Bibliothèque de l' Arsenal, 3483-94 [3492]","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"501","Brussels, Koninklijke Bibliotheek, 9086-9087 [9087]","Brussels, Koninklijke Bibliotheek",NA,NA,NA,NA,0,1400,1500,"398","0","current",NA,"paper","codex",NA,NA,NA
"502","Munich, Archiv des Erzbistums München und Freising, -","Munich, Archiv des Erzbistums München und Freising",NA,NA,NA,NA,0,1290,1310,NA,NA,NA,22,NA,"fragment",NA,NA,2
"503","Madrid, Archivio Histórico Nacional, Legajo 1762","Madrid, Archivio Histórico Nacional",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"504","Brussels, Stadsarchief, 1411 I","Brussels, Stadsarchief",NA,NA,NA,NA,0,1250,1312,"440","320","current",NA,NA,"fragment",NA,NA,NA
"505","Paris, Bibliothèque Nationale de France, fr. 106 - 109 [106]","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1450,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"506","Regensburg, Bischöfliche Zentralbibliothek, -","Regensburg, Bischöfliche Zentralbibliothek",NA,150,95,"original",0,1200,1225,"188","125","current",25,"parchment","fragment",NA,NA,1
"507","London, British Library, Royal 19 B VII","London, British Library","textualis",NA,NA,NA,0,1290,1310,"300","226","current",47,"parchment","codex",NA,NA,2
"508",", ,",",","textualis",260,180,NA,0,NA,NA,"320","230","current",54,"parchment","fragment",NA,NA,2
"509","Göttingen, Staats- und Universitatsbibliothek, Cod. philol. 184, I a","Göttingen, Staats- und Universitatsbibliothek","textualis",270,190,"original",0,1300,1325,"330","245","current",44,"parchment","fragment",NA,NA,2
"510","Geneva, Bodmer, 164","Geneva, Bodmer","textualis",285,200,"original",0,1316,1316,"310","255","current",40,"parchment","codex",NA,NA,2
"511","Paris, Bibliothèque Nationale de France, fr. 1447","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,3,1275,1300,NA,NA,NA,40,"parchment","codex","France","Paris",2
"512","Oxford, Bodleian Library, Douce 303","Oxford, Bodleian Library","textualis",NA,NA,NA,0,1200,1300,NA,NA,NA,NA,"parchment","codex",NA,NA,2
"513","The Hague, Koninklijke Bibliotheek, 75 H 58","The Hague, Koninklijke Bibliotheek","textualis",285,165,"original",0,1320,1325,"374","246","current",65,"parchment","fragment","Southern Netherlands","Antwerp, Brabant",3
"514","Paris, Bibliothèque Nationale de France, fr. 358-363 [360]","Paris, Bibliothèque Nationale de France","hybrida",NA,NA,NA,1,1460,1480,"380","275","current",31,"parchment","codex",NA,"Bruges",2
"515","Bourg-en-Bresse, Bibliothèque Municipale, 55","Bourg-en-Bresse, Bibliothèque Municipale",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"516","Munich, Staatsbibliothek, cgm. 19","Munich, Staatsbibliothek","textualis",260,180,"original",12,1230,1250,"300","210","current",65,"parchment","codex","Germany","Alsace",3
"517","Berkeley, UCB, 106 (2 vols.) (ex-Phillipps 3643)","Berkeley, UCB","textualis",NA,NA,NA,21,1240,1260,"337","213","current",48,"parchment","codex","France","Paris",3
"518","Kremsier, , [lost]","Kremsier,",NA,124,100,"original",0,1350,1400,"140","110","original",30,"parchment","fragment",NA,NA,1
"519","Reykjavik, Árni Magnússon-institutet, AM 567, xxii, 4o","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1450,1500,"164","119","current",NA,"parchment","fragment",NA,NA,NA
"520","Paris, Bibliothèque de l' Arsenal, 5218","Paris, Bibliothèque de l' Arsenal","textualis",NA,NA,NA,3,1351,1351,"285","196","current",NA,"parchment","codex","Southern Netherlands","Tournai",2
"521","Vienna, Österreichische Nationalbibliothek, 2542","Vienna, Österreichische Nationalbibliothek","textualis",325,225,"original",198,1375,1385,"440","325","current",58,"parchment","codex","Southern Netherlands","Arras, Flanders",3
"522","Krakau, Biblioteka Jagiellonska, Berol. mgq 661","Krakau, Biblioteka Jagiellonska",NA,155,88,"original",0,1200,1233,"200","135","original",27,NA,"fragment",NA,NA,1
"523","Munich, Staatsbibliothek, cgm. 194 / I","Munich, Staatsbibliothek","textualis",215,140,"original",0,1350,1400,"270","195","original",38,"parchment","fragment",NA,NA,2
"524","Bludenz (Vorarlberg), Schlossarchiv,","Bludenz (Vorarlberg), Schlossarchiv",NA,NA,NA,NA,0,1290,1310,NA,NA,NA,40,NA,"fragment",NA,NA,1
"525","Paris, Bibliothèque Nationale de France, nouv. acq. fr. 5386 (ex- Draguignan)","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"526","Reykjavik, Árni Magnússon-institutet, AM Acc. 22","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1695,1695,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"527","Leipzig, Universitätsbibliothek, Ms Rep. II 108","Leipzig, Universitätsbibliothek","cursive",NA,NA,NA,0,1455,1455,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"528","Augsburg, Staats- und Stadtbibliothek, Fragm. germ. 31","Augsburg, Staats- und Stadtbibliothek",NA,175,115,"original",0,1240,1260,"240","170","current",41,NA,"fragment",NA,NA,2
"529","Venice, Biblioteca Marciana, ?","Venice, Biblioteca Marciana",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"530","Paris, Bibliothèque Nationale de France, fr. 117 - 120 [fr. 117]","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,0,1465,1465,"494","341","current",65,"parchment","codex","France","Paris",2
"531","Florence, Biblioteca Laurenziana, Ashburnham 123 (50)","Florence, Biblioteca Laurenziana",NA,NA,NA,NA,39,1290,1320,"330","230","current",49,"parchment","codex","Italy","Genoa",3
"532","Paris, Bibliothèque de l' Arsenal, 3481","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,78,1320,1340,"467","324","current",48,"parchment","codex","France","Paris",3
"533","Kopenhagen, Kongelige Bibliotek, Ny kgl. saml. 1799, 4o","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1700,1800,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"534","Vatican, Biblioteca Apostolica Vaticana, Reg. 1687","Vatican, Biblioteca Apostolica Vaticana",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"535","Paris, Bibliothèque Nationale de France, nouv. acq. lat. 2537","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Cambridge, University Library, Ff.I.6 (Findern Antholoy)","Cambridge, University Library",NA,NA,NA,NA,0,1446,1550,"210","150","current",NA,"paper","codex",NA,NA,2
"537","Madrid, Biblioteca Nacional, 9611 (ex Aa-103)","Madrid, Biblioteca Nacional",NA,NA,NA,NA,0,1500,1600,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"538","Aberystwyth, National Library of Wales, 5667 E","Aberystwyth, National Library of Wales",NA,NA,NA,NA,0,1350,1412,"355","255","current",40,"parchment","codex","France",NA,2
"539","London, British Library, Harley 6340","London, British Library","cursive",290,210,"original",0,1488,1488,"413","284","current",36,"paper","codex",NA,NA,2
"540","Reykjavik, Árni Magnússon-institutet, AM 598, 4o I Perg. frag. alfa","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1290,1310,NA,NA,NA,NA,"parchment","fragment",NA,NA,NA
"541","Göttingen, Staats- und Universitätsbibliothek, Morbio 17","Göttingen, Staats- und Universitätsbibliothek",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,49,NA,"fragment",NA,NA,2
"542","Paris, Bibliothèque Nationale de France, fr. 1422-1424 [fr. 1423]","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,12,1320,1340,NA,NA,NA,37,"parchment","codex","Southern Netherlands","Tournai",2
"543","Berlin, Staatsbibliothek, germ. fol. 734, 7","Berlin, Staatsbibliothek",NA,230,120,"original",0,1410,1410,"135","107","current",60,"parchment","fragment",NA,NA,2
"544","Münster, Hauptstaatsarchiv, Depositum Landsberg-Velen","Münster, Hauptstaatsarchiv","textualis",227,155,"original",0,1326,1376,"312","220","current",56,"parchment","fragment","Southern Netherlands","Brabant",3
"545","London, British Library, Add. 32125","London, British Library","textualis",213,130,"original",0,1275,1300,"250","173","current",54,"parchment","codex",NA,NA,2
"546","Siena, Archivio di Stato, -","Siena, Archivio di Stato","textualis",NA,NA,NA,0,1275,1300,"290","210","current",47,"parchment","fragment",NA,NA,2
"547","Berlin, Staatsbibliothek, germ. fol. 923, 18","Berlin, Staatsbibliothek",NA,285,220,"original",0,1300,1350,"335","245","current",45,"parchment","fragment",NA,NA,3
"548","Turin, Biblioteca Nazionale, R. 1622 (L.I. 7-9) [vol. 1]","Turin, Biblioteca Nazionale",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,"parchment","codex",NA,NA,NA
